day;time;aircraft; type;flight number;runway;gate;arrival or departure
17;09:30;Regional Jet;LHR;UAE125;25R;161;arrival
17;09:45;Cargo;HKG;AAL485;07L;273;departure
17;10:00;Cargo;SIN;DLH513;25R;213;arrival
17;10:15;Cargo;DXB;KLM236;07L;11;departure
17;10:45;Military;IST;AAL521;25R;341;arrival
17;11:00;Cargo;MAD;SIA439;25R;29;departure
17;11:30;Regional Jet;LHR;THY429;07R;353;arrival
17;11:45;Regional Jet;JFK;DLH905;25L;225;departure
17;12:15;Military;CDG;AAL848;25R;352;arrival
17;12:45;Private Jet;CDG;QTR153;25R;54;departure
17;13:15;Private Jet;MAD;DLH979;07R;66;arrival
17;13:30;Regional Jet;ATL;UAE452;07L;43;departure
17;13:45;Private Jet;CDG;IBE291;07R;299;arrival
17;14:15;Airliner;JFK;UAE528;25L;38;departure
17;14:30;Regional Jet;CDG;IBE406;25L;339;arrival
17;14:45;Regional Jet;HKG;QTR633;07L;269;departure
17;15:00;Cargo;ORD;AFR238;25L;276;arrival
17;15:15;Regional Jet;BKK;QTR824;25L;58;departure
17;15:30;Cargo;MAD;AFR352;07R;35;arrival
17;15:45;Military;BKK;SIA110;25L;217;departure
17;16:30;Military;CDG;UAE518;25R;61;arrival
17;16:45;Airliner;ATL;IBE124;07R;201;departure
17;17:00;Airliner;AMS;BAW951;07L;177;arrival
17;17:15;Regional Jet;FRA;IBE479;07L;63;departure
17;17:30;Regional Jet;JFK;UAE800;07L;129;arrival
17;17:45;Private Jet;CDG;BAW961;07R;163;departure
17;18:00;Private Jet;DOH;UAE319;07L;284;arrival
17;18:15;Regional Jet;MAD;UAE335;07L;1;departure
17;18:30;Military;CDG;IBE775;25L;347;arrival
17;18:45;Military;BKK;SIA114;25R;215;departure
17;19:00;Private Jet;BKK;SIA355;25R;86;arrival
17;19:15;Private Jet;DXB;AFR295;25L;74;departure
17;19:30;Airliner;CDG;UAE807;07L;280;arrival
17;19:45;Airliner;CDG;THY770;07L;360;departure
17;20:00;Cargo;HKG;SIA448;25L;158;arrival
17;20:15;Airliner;CDG;THY596;25R;80;departure
17;20:30;Regional Jet;MAD;KLM566;07R;283;arrival
17;20:45;Private Jet;BKK;AAL597;25L;62;departure
17;21:45;Cargo;BKK;QTR620;25R;68;arrival
17;22:30;Private Jet;LHR;BAW206;07L;275;departure
17;22:45;Private Jet;SIN;DLH371;25R;241;arrival
17;23:00;Cargo;DXB;BAW746;25R;207;departure
17;23:15;Private Jet;MAD;IBE358;25L;193;arrival
17;23:30;Private Jet;BKK;BAW266;25L;108;departure
18;04:00;Private Jet;LHR;AAL194;07R;132;arrival
18;04:30;Airliner;DXB;AAL841;25R;140;departure
18;05:00;Regional Jet;JFK;CPA219;25L;92;arrival
18;05:15;Regional Jet;LHR;IBE565;25R;100;departure
18;05:45;Private Jet;ORD;QTR699;25L;132;arrival
18;06:00;Military;CDG;CPA527;07R;108;departure
18;06:30;Cargo;IST;SIA965;25R;197;arrival
18;07:15;Military;HKG;CPA222;25L;349;departure
18;08:00;Private Jet;ATL;UAE391;07L;193;arrival
18;08:30;Regional Jet;DXB;IBE662;07L;313;departure
18;08:45;Airliner;JFK;SIA345;25L;283;arrival
18;09:00;Military;HKG;BAW493;07R;338;departure
18;09:15;Private Jet;LAX;QTR898;07L;304;arrival
18;10:00;Regional Jet;DOH;BAW517;07L;244;departure
18;10:15;Military;ORD;QTR728;07L;195;arrival
18;10:30;Regional Jet;ATL;BAW284;25R;266;departure
18;10:45;Military;LHR;CPA879;07R;6;arrival
18;11:00;Private Jet;LAX;UAE482;25R;220;departure
18;11:15;Airliner;CDG;BAW598;25R;52;arrival
18;12:00;Private Jet;LHR;QTR348;07R;130;departure
18;12:30;Private Jet;ATL;UAE515;25L;44;arrival
18;12:45;Airliner;ATL;UAE111;25R;5;departure
18;13:15;Military;JFK;CPA698;25L;5;arrival
18;13:30;Regional Jet;BKK;DLH563;07R;262;departure
18;13:45;Regional Jet;ORD;DLH838;07R;159;arrival
18;14:00;Military;IST;DLH687;25R;314;departure
18;14:15;Private Jet;MAD;KLM609;25L;261;arrival
18;14:30;Regional Jet;LHR;AAL730;25L;34;departure
18;14:45;Cargo;HKG;SIA640;25L;357;arrival
18;15:00;Regional Jet;ATL;IBE943;25R;245;departure
18;15:15;Private Jet;ORD;AAL781;25L;67;arrival
18;15:30;Cargo;ORD;AAL853;25R;138;departure
18;15:45;Airliner;AMS;IBE463;25R;323;arrival
18;16:15;Airliner;DOH;SIA790;07R;103;departure
18;16:30;Private Jet;AMS;KLM824;07L;11;arrival
18;16:45;Airliner;AMS;UAE134;07L;277;departure
18;17:00;Regional Jet;LAX;UAE833;07R;70;arrival
18;17:15;Private Jet;BKK;AAL932;07R;207;departure
18;17:45;Cargo;FRA;BAW920;07L;269;arrival
18;18:00;Regional Jet;LHR;IBE534;25R;208;departure
18;18:15;Cargo;HKG;BAW604;07L;64;arrival
18;18:30;Regional Jet;ATL;UAE256;25L;39;departure
18;18:45;Airliner;SIN;DLH782;07L;321;arrival
18;19:00;Regional Jet;DXB;DLH898;25R;14;departure
18;19:15;Military;SIN;THY425;07L;338;arrival
18;19:30;Airliner;HKG;THY568;07L;20;departure
18;19:45;Private Jet;BKK;AAL807;25L;112;arrival
18;20:00;Airliner;DXB;AAL793;25R;64;departure
18;20:15;Cargo;LHR;QTR340;25R;62;arrival
18;20:30;Airliner;DXB;BAW868;25L;325;departure
18;20:45;Military;JFK;CPA808;25R;121;arrival
18;21:00;Private Jet;JFK;QTR928;25R;17;departure
18;21:15;Private Jet;LAX;KLM816;07R;293;arrival
18;21:30;Private Jet;ORD;AAL871;25R;261;departure
18;21:45;Military;SIN;AAL703;25R;20;arrival
18;22:00;Military;DXB;CPA722;07L;7;departure
18;22:15;Private Jet;LAX;AFR990;25R;173;arrival
18;22:30;Military;JFK;KLM695;07R;241;departure
18;23:00;Airliner;CDG;UAE496;25R;275;arrival
18;23:30;Regional Jet;LAX;UAE872;25L;246;departure
19;04:30;Airliner;LAX;BAW911;07L;83;arrival
19;04:45;Private Jet;LAX;SIA213;07R;270;departure
19;05:00;Cargo;IST;KLM609;25R;233;arrival
19;05:15;Airliner;FRA;AAL430;07L;352;departure
19;05:30;Private Jet;LHR;DLH895;25R;120;arrival
19;05:45;Cargo;MAD;CPA502;25L;40;departure
19;06:15;Military;HKG;AFR589;07R;80;arrival
19;06:45;Private Jet;ATL;UAE452;25L;122;departure
19;07:00;Airliner;MAD;SIA699;07R;312;arrival
19;07:15;Private Jet;IST;AAL344;25R;16;departure
19;07:30;Military;CDG;DLH396;07L;270;arrival
19;08:00;Cargo;DOH;QTR316;25R;105;departure
19;08:15;Airliner;ORD;THY732;07R;117;arrival
19;08:30;Private Jet;MAD;THY678;25L;272;departure
19;09:00;Military;ORD;CPA803;07R;156;arrival
19;09:15;Cargo;DOH;UAE125;07L;126;departure
19;09:30;Private Jet;HKG;DLH877;07L;153;arrival
19;09:45;Airliner;SIN;THY795;07L;102;departure
19;10:15;Airliner;ATL;THY553;07L;238;arrival
19;10:30;Cargo;HKG;AFR673;25R;171;departure
19;10:45;Military;ATL;CPA834;07R;345;arrival
19;11:00;Private Jet;DXB;IBE644;25L;253;departure
19;11:15;Cargo;IST;QTR511;25L;230;arrival
19;11:30;Military;BKK;AAL903;25L;213;departure
19;11:45;Cargo;MAD;DLH950;07L;11;arrival
19;12:00;Airliner;BKK;DLH439;07R;70;departure
19;12:15;Military;IST;BAW229;25R;48;arrival
19;12:30;Cargo;DOH;QTR254;25L;49;departure
19;12:45;Regional Jet;SIN;AFR626;07R;197;arrival
19;13:15;Regional Jet;HKG;SIA832;07L;227;departure
19;13:30;Military;CDG;AFR824;25R;90;arrival
19;13:45;Private Jet;JFK;DLH434;07L;21;departure
19;14:00;Private Jet;LAX;KLM565;07R;102;arrival
19;14:15;Military;HKG;THY840;07R;160;departure
19;14:30;Private Jet;ORD;SIA836;07L;208;arrival
19;14:45;Cargo;FRA;QTR475;07R;285;departure
19;15:00;Airliner;LAX;DLH784;25L;103;arrival
19;15:45;Military;MAD;IBE205;25L;171;departure
19;16:00;Airliner;AMS;KLM427;25R;8;arrival
19;17:15;Cargo;CDG;CPA178;07L;197;departure
19;17:30;Private Jet;BKK;UAE289;07L;94;arrival
19;18:00;Private Jet;LAX;AFR223;07R;216;departure
19;18:15;Cargo;HKG;SIA224;25L;35;arrival
19;18:30;Military;AMS;CPA844;07L;170;departure
19;19:00;Airliner;BKK;DLH451;07L;79;arrival
19;19:15;Cargo;DXB;AAL821;25L;187;departure
19;20:15;Cargo;JFK;SIA205;25L;150;arrival
19;20:30;Regional Jet;ORD;CPA562;07L;114;departure
19;20:45;Airliner;CDG;IBE217;07L;150;arrival
19;21:00;Private Jet;LHR;AAL135;07R;59;departure
19;21:15;Airliner;ORD;AAL942;07L;301;arrival
19;21:30;Cargo;IST;QTR310;07R;84;departure
19;21:45;Cargo;DXB;THY875;07L;53;arrival
19;22:15;Private Jet;DXB;DLH794;25L;308;departure
19;22:30;Regional Jet;CDG;SIA927;25R;213;arrival
19;22:45;Regional Jet;MAD;KLM786;07R;141;departure
19;23:00;Airliner;SIN;THY278;07R;177;arrival
19;23:15;Cargo;DOH;DLH795;25R;247;departure
19;23:30;Military;SIN;AAL747;25L;263;arrival
19;23:45;Cargo;LHR;SIA568;25L;358;departure
20;04:00;Airliner;MAD;SIA414;25R;95;arrival
20;04:15;Cargo;DOH;QTR481;07L;166;departure
20;04:30;Private Jet;CDG;AFR859;07L;208;arrival
20;04:45;Regional Jet;FRA;THY368;25R;246;departure
20;05:00;Airliner;CDG;AFR219;07R;209;arrival
20;05:15;Regional Jet;FRA;QTR699;07L;166;departure
20;05:30;Private Jet;CDG;UAE654;07L;250;arrival
20;05:45;Regional Jet;IST;CPA938;25R;188;departure
20;06:00;Cargo;MAD;UAE936;25R;123;arrival
20;06:15;Airliner;DXB;BAW944;07L;211;departure
20;06:30;Cargo;ATL;KLM294;07R;20;arrival
20;07:00;Military;IST;UAE945;07R;247;departure
20;07:30;Cargo;LAX;UAE714;25L;69;arrival
20;07:45;Military;FRA;BAW494;07R;238;departure
20;08:00;Regional Jet;JFK;DLH424;25L;236;arrival
20;08:15;Private Jet;BKK;THY657;07L;118;departure
20;08:30;Regional Jet;LAX;AFR396;07L;335;arrival
20;08:45;Airliner;DXB;CPA398;25L;340;departure
20;09:00;Private Jet;AMS;SIA448;07R;241;arrival
20;09:15;Cargo;DOH;QTR782;25L;290;departure
20;09:45;Regional Jet;LHR;AAL384;25L;88;arrival
20;10:00;Cargo;LHR;DLH990;07R;130;departure
20;10:15;Military;DOH;AFR118;07L;210;arrival
20;10:30;Private Jet;BKK;DLH574;25R;310;departure
20;10:45;Regional Jet;CDG;QTR661;25R;23;arrival
20;11:00;Airliner;IST;SIA934;25L;69;departure
20;11:15;Private Jet;DOH;DLH553;07R;275;arrival
20;11:30;Airliner;LHR;QTR986;07R;84;departure
20;11:45;Military;JFK;AFR217;25L;8;arrival
20;12:00;Private Jet;ATL;SIA737;07L;274;departure
20;12:15;Regional Jet;IST;DLH377;25L;22;arrival
20;12:30;Cargo;JFK;UAE215;25R;331;departure
20;12:45;Cargo;SIN;DLH983;25L;234;arrival
20;13:15;Military;HKG;KLM927;25R;176;departure
20;13:45;Private Jet;IST;KLM801;07L;15;arrival
20;14:00;Cargo;LHR;CPA850;07L;65;departure
20;14:15;Cargo;DXB;IBE302;25R;61;arrival
20;14:30;Cargo;CDG;SIA536;25R;93;departure
20;15:00;Private Jet;ATL;THY776;25R;33;arrival
20;15:30;Private Jet;MAD;QTR591;25R;17;departure
20;16:15;Airliner;JFK;QTR683;25L;322;arrival
20;17:00;Regional Jet;JFK;KLM350;07L;209;departure
20;17:30;Private Jet;HKG;THY917;07R;336;arrival
20;18:15;Private Jet;ORD;UAE104;25L;241;departure
20;18:45;Airliner;SIN;DLH428;25L;317;arrival
20;19:00;Airliner;LHR;AFR687;07R;92;departure
20;19:30;Military;ATL;IBE853;07L;43;arrival
20;19:45;Airliner;JFK;AFR851;07L;340;departure
20;20:15;Regional Jet;ORD;SIA556;25L;246;arrival
20;20:30;Cargo;DXB;CPA665;25R;60;departure
20;20:45;Cargo;BKK;IBE297;25L;316;arrival
20;21:00;Private Jet;MAD;THY604;25L;5;departure
20;21:15;Regional Jet;SIN;IBE163;25L;201;arrival
20;21:30;Airliner;FRA;SIA307;25R;244;departure
20;22:00;Cargo;BKK;UAE158;25R;44;arrival
20;22:30;Regional Jet;LAX;QTR531;25R;332;departure
20;22:45;Cargo;MAD;IBE462;25R;323;arrival
20;23:00;Cargo;DXB;CPA813;07R;27;departure
20;23:15;Private Jet;FRA;KLM920;07R;30;arrival
20;23:30;Private Jet;LAX;KLM853;25R;129;departure
21;04:00;Airliner;JFK;AFR247;07L;326;arrival
21;04:15;Private Jet;LAX;DLH259;25L;106;departure
21;04:45;Regional Jet;FRA;DLH907;25L;212;arrival
21;05:00;Private Jet;HKG;QTR461;25R;62;departure
21;05:15;Military;LAX;CPA770;07R;329;arrival
21;05:30;Regional Jet;CDG;IBE433;25L;80;departure
21;05:45;Military;DXB;UAE206;07L;263;arrival
21;06:15;Military;JFK;THY382;07L;15;departure
21;06:30;Regional Jet;IST;UAE380;07R;44;arrival
21;06:45;Regional Jet;JFK;QTR116;25L;185;departure
21;07:00;Regional Jet;JFK;AFR282;07R;291;arrival
21;07:30;Regional Jet;JFK;AAL272;25R;240;departure
21;08:00;Cargo;MAD;QTR882;07R;32;arrival
21;08:15;Military;ATL;BAW135;25L;66;departure
21;08:30;Private Jet;DXB;AFR639;25L;14;arrival
21;08:45;Military;ORD;CPA574;07R;264;departure
21;09:00;Regional Jet;LHR;KLM769;07L;82;arrival
21;09:15;Cargo;AMS;KLM591;25L;173;departure
21;09:30;Private Jet;LHR;SIA698;25L;234;arrival
21;09:45;Regional Jet;JFK;AFR292;25R;256;departure
21;10:15;Regional Jet;AMS;AFR440;07R;43;arrival
21;10:30;Cargo;HKG;KLM595;25R;118;departure
21;11:00;Cargo;JFK;KLM227;07R;284;arrival
21;11:30;Military;DXB;AFR315;07R;91;departure
21;12:00;Airliner;MAD;QTR874;25R;150;arrival
21;12:15;Private Jet;HKG;QTR922;25L;31;departure
21;13:00;Airliner;MAD;BAW339;07R;213;arrival
21;13:15;Airliner;MAD;AAL109;25R;268;departure
21;13:30;Military;BKK;BAW210;07L;103;arrival
21;14:00;Private Jet;BKK;AFR124;25R;131;departure
21;14:30;Regional Jet;HKG;CPA195;25L;38;arrival
21;14:45;Military;ORD;THY205;07R;9;departure
21;15:00;Cargo;DXB;AFR322;25R;88;arrival
21;15:15;Private Jet;LAX;BAW540;25R;187;departure
21;15:30;Regional Jet;LHR;THY404;07L;220;arrival
21;16:00;Cargo;AMS;KLM601;25L;244;departure
21;16:15;Private Jet;ATL;KLM729;25L;328;arrival
21;16:30;Regional Jet;ORD;IBE463;25L;135;departure
21;16:45;Airliner;ORD;DLH916;07R;147;arrival
21;17:00;Airliner;IST;QTR323;07L;269;departure
21;17:15;Private Jet;ATL;IBE704;25R;64;arrival
21;17:45;Military;LAX;AAL681;25R;25;departure
21;18:15;Military;AMS;THY200;07R;136;arrival
21;18:30;Airliner;FRA;AAL915;07R;148;departure
21;18:45;Regional Jet;FRA;AAL565;07R;97;arrival
21;19:15;Military;AMS;KLM682;07L;253;departure
21;19:45;Regional Jet;DXB;THY571;07L;126;arrival
21;20:15;Private Jet;SIN;BAW790;07L;163;departure
21;20:30;Military;HKG;SIA466;07R;217;arrival
21;20:45;Cargo;AMS;UAE518;07L;356;departure
21;21:00;Regional Jet;AMS;BAW859;07L;32;arrival
21;21:30;Regional Jet;ATL;CPA523;07R;46;departure
21;21:45;Airliner;BKK;CPA619;07R;116;arrival
21;22:00;Regional Jet;LHR;IBE663;07L;194;departure
21;22:15;Airliner;SIN;AAL674;07R;151;arrival
21;22:45;Airliner;LAX;DLH364;07R;314;departure
21;23:00;Regional Jet;LAX;AAL768;07L;337;arrival
21;23:15;Cargo;FRA;CPA391;25L;224;departure
21;23:30;Airliner;SIN;CPA357;25R;340;arrival
21;23:45;Military;FRA;SIA113;25R;209;departure
22;04:00;Regional Jet;ORD;QTR752;07L;224;arrival
22;04:15;Airliner;FRA;BAW749;25R;267;departure
22;04:30;Regional Jet;LHR;AAL314;07R;243;arrival
22;04:45;Regional Jet;ATL;CPA654;07L;306;departure
22;05:00;Airliner;MAD;QTR870;25R;86;arrival
22;05:15;Airliner;HKG;DLH316;07R;273;departure
22;05:30;Military;LAX;UAE143;07R;108;arrival
22;06:15;Military;DXB;BAW199;25L;218;departure
22;06:30;Airliner;SIN;AFR558;25R;231;arrival
22;07:15;Airliner;JFK;THY467;25L;303;departure
22;07:30;Cargo;ORD;AAL450;25L;239;arrival
22;07:45;Cargo;LHR;CPA727;07R;246;departure
22;08:00;Airliner;DOH;CPA587;07L;337;arrival
22;08:15;Regional Jet;SIN;AAL881;25L;174;departure
22;08:30;Cargo;LHR;THY337;07L;194;arrival
22;09:00;Military;LAX;KLM295;25R;105;departure
22;09:30;Military;ORD;UAE206;07L;180;arrival
22;10:15;Airliner;DXB;UAE383;07L;54;departure
22;10:30;Cargo;CDG;AFR741;25L;8;arrival
22;10:45;Cargo;LHR;SIA978;07L;184;departure
22;11:00;Regional Jet;SIN;DLH794;07R;184;arrival
22;11:15;Regional Jet;LHR;AFR163;07L;183;departure
22;11:30;Regional Jet;BKK;CPA562;07L;273;arrival
22;11:45;Regional Jet;FRA;AAL144;25R;176;departure
22;12:00;Regional Jet;ORD;AFR423;07R;68;arrival
22;12:45;Regional Jet;AMS;AAL628;25R;193;departure
22;13:00;Private Jet;MAD;AFR817;25R;259;arrival
22;13:15;Airliner;JFK;AAL847;25R;224;departure
22;13:45;Airliner;LHR;DLH413;25R;41;arrival
22;14:15;Military;CDG;IBE405;25R;270;departure
22;14:30;Cargo;LHR;CPA448;25R;231;arrival
22;14:45;Airliner;DXB;AFR381;25L;131;departure
22;15:00;Airliner;BKK;IBE789;25L;296;arrival
22;15:15;Regional Jet;ORD;CPA344;07L;226;departure
22;15:30;Military;LHR;BAW672;25L;3;arrival
22;15:45;Cargo;ORD;AFR261;25R;192;departure
22;16:15;Cargo;JFK;BAW227;07R;78;arrival
22;16:30;Military;CDG;AFR418;07R;222;departure
22;16:45;Regional Jet;MAD;AFR839;25L;183;arrival
22;17:00;Regional Jet;CDG;IBE531;25L;123;departure
22;17:15;Airliner;DXB;THY611;25L;340;arrival
22;18:00;Airliner;LAX;CPA499;07L;289;departure
22;18:15;Regional Jet;CDG;IBE457;25L;121;arrival
22;19:00;Military;LHR;SIA620;25R;341;departure
22;19:15;Regional Jet;JFK;AFR791;07R;174;arrival
22;19:45;Airliner;JFK;CPA810;25L;247;departure
22;20:00;Cargo;ORD;SIA790;25L;59;arrival
22;20:15;Military;DXB;QTR126;25L;255;departure
22;20:45;Private Jet;JFK;THY294;25L;351;arrival
22;21:00;Regional Jet;SIN;UAE489;07L;296;departure
22;21:15;Regional Jet;SIN;QTR530;07L;60;arrival
22;21:30;Cargo;AMS;SIA707;25L;154;departure
22;22:00;Private Jet;LHR;BAW210;07R;309;arrival
22;22:15;Regional Jet;DOH;AAL364;25R;230;departure
22;22:30;Cargo;IST;IBE867;07R;347;arrival
22;22:45;Airliner;JFK;AFR984;25L;275;departure
22;23:00;Airliner;FRA;AFR181;25R;171;arrival
22;23:15;Regional Jet;CDG;UAE615;25R;166;departure
22;23:30;Private Jet;JFK;UAE953;25L;3;arrival
22;23:45;Private Jet;LAX;KLM860;25L;357;departure
23;04:30;Military;MAD;BAW343;25L;157;arrival
23;05:00;Private Jet;CDG;IBE228;07R;198;departure
23;05:15;Airliner;CDG;DLH170;07R;135;arrival
23;05:30;Military;FRA;BAW558;25L;80;departure
23;06:00;Military;DXB;DLH447;25L;301;arrival
23;06:15;Private Jet;MAD;DLH396;25R;122;departure
23;06:45;Airliner;CDG;DLH705;07R;99;arrival
23;07:00;Airliner;DOH;AFR605;25R;63;departure
23;07:30;Cargo;LHR;KLM215;25R;193;arrival
23;08:00;Private Jet;LAX;QTR642;07L;273;departure
23;08:15;Regional Jet;AMS;IBE349;25R;165;arrival
23;08:30;Cargo;BKK;SIA315;07L;352;departure
23;09:15;Cargo;BKK;BAW351;25R;187;arrival
23;09:30;Cargo;LHR;AFR319;07L;340;departure
23;09:45;Airliner;FRA;SIA410;25R;293;arrival
23;10:45;Private Jet;ORD;THY732;07L;80;departure
23;11:00;Private Jet;ATL;CPA927;07L;5;arrival
23;11:15;Airliner;AMS;DLH941;07R;296;departure
23;11:30;Cargo;DOH;KLM601;25R;78;arrival
23;11:45;Airliner;AMS;QTR879;07R;61;departure
23;12:00;Cargo;AMS;AAL781;25R;195;arrival
23;12:15;Private Jet;AMS;QTR397;07L;158;departure
23;12:30;Private Jet;SIN;AFR121;25R;148;arrival
23;12:45;Airliner;FRA;UAE110;07L;319;departure
23;13:00;Cargo;LAX;CPA758;07L;358;arrival
23;13:15;Military;DOH;BAW393;25L;26;departure
23;13:30;Military;MAD;CPA150;07R;319;arrival
23;14:15;Private Jet;BKK;SIA128;07L;307;departure
23;14:45;Military;MAD;SIA266;07R;34;arrival
23;15:00;Cargo;SIN;CPA351;07L;81;departure
23;15:15;Airliner;CDG;QTR807;25R;260;arrival
23;15:30;Cargo;AMS;DLH645;07R;259;departure
23;16:00;Airliner;LHR;QTR651;25L;175;arrival
23;16:15;Regional Jet;FRA;AFR749;07R;94;departure
23;16:30;Private Jet;HKG;QTR407;07L;35;arrival
23;17:00;Airliner;JFK;AAL533;25R;177;departure
23;17:15;Airliner;AMS;CPA198;07L;180;arrival
23;17:30;Cargo;ATL;SIA317;07R;99;departure
23;17:45;Cargo;SIN;DLH924;25R;324;arrival
23;18:00;Regional Jet;DOH;BAW318;07R;2;departure
23;18:15;Regional Jet;ORD;BAW481;25R;248;arrival
23;18:30;Private Jet;DXB;IBE385;07L;127;departure
23;18:45;Military;LAX;QTR391;07L;336;arrival
23;19:15;Private Jet;HKG;SIA392;07R;147;departure
23;19:30;Military;HKG;SIA257;07R;115;arrival
23;19:45;Regional Jet;DOH;BAW650;07L;270;departure
23;20:00;Regional Jet;JFK;SIA897;07L;76;arrival
23;20:15;Military;HKG;KLM276;07R;301;departure
23;20:30;Airliner;MAD;BAW470;07R;262;arrival
23;20:45;Regional Jet;FRA;KLM821;07R;145;departure
23;21:00;Military;LAX;SIA787;25R;115;arrival
23;21:15;Regional Jet;JFK;DLH815;25R;192;departure
23;21:30;Cargo;DOH;IBE434;25L;201;arrival
23;22:00;Military;SIN;UAE419;25R;236;departure
23;22:30;Cargo;IST;UAE539;07R;265;arrival
23;22:45;Airliner;HKG;QTR291;07R;322;departure
23;23:00;Military;ATL;QTR947;07R;167;arrival
23;23:15;Regional Jet;HKG;QTR478;07L;193;departure
23;23:30;Private Jet;FRA;BAW748;07L;355;arrival
23;23:45;Private Jet;AMS;THY709;25R;156;departure
24;04:15;Regional Jet;CDG;DLH655;07R;243;arrival
24;04:45;Private Jet;JFK;THY110;25L;163;departure
24;05:15;Cargo;LAX;QTR165;25L;280;arrival
24;05:30;Cargo;IST;AAL529;07L;276;departure
24;05:45;Private Jet;JFK;CPA527;07L;220;arrival
24;06:30;Cargo;FRA;SIA840;25L;192;departure
24;06:45;Regional Jet;FRA;SIA563;07R;165;arrival
24;07:30;Airliner;LAX;QTR656;25R;261;departure
24;08:00;Regional Jet;CDG;SIA979;25R;109;arrival
24;08:15;Private Jet;AMS;AAL808;07R;276;departure
24;08:30;Cargo;FRA;DLH402;25R;162;arrival
24;08:45;Airliner;MAD;AAL671;25R;106;departure
24;09:00;Airliner;FRA;UAE462;07L;97;arrival
24;09:15;Regional Jet;AMS;AFR961;25L;210;departure
24;09:30;Cargo;CDG;IBE191;25R;59;arrival
24;09:45;Private Jet;ORD;BAW485;07L;58;departure
24;10:15;Cargo;ORD;IBE366;07L;8;arrival
24;10:30;Private Jet;ORD;DLH306;07R;289;departure
24;10:45;Airliner;CDG;UAE494;25R;22;arrival
24;11:00;Military;LHR;KLM411;25R;90;departure
24;11:30;Private Jet;LHR;AAL781;25L;221;arrival
24;11:45;Airliner;ORD;SIA394;07L;111;departure
24;12:15;Airliner;ATL;THY821;07L;290;arrival
24;12:30;Private Jet;JFK;SIA172;25L;280;departure
24;12:45;Airliner;AMS;AAL247;25L;330;arrival
24;13:00;Military;FRA;IBE633;07R;89;departure
24;13:15;Private Jet;HKG;QTR734;07R;211;arrival
24;13:30;Cargo;BKK;SIA490;25R;173;departure
24;13:45;Cargo;BKK;UAE491;07R;79;arrival
24;14:00;Military;AMS;CPA923;25R;295;departure
24;14:15;Regional Jet;CDG;THY722;25R;78;arrival
24;14:30;Cargo;LAX;SIA679;07R;19;departure
24;14:45;Cargo;BKK;SIA896;25R;208;arrival
24;15:00;Airliner;HKG;SIA633;25R;338;departure
24;15:15;Cargo;HKG;THY498;07R;254;arrival
24;15:30;Private Jet;IST;BAW578;07R;147;departure
24;16:00;Military;AMS;BAW176;25L;211;arrival
24;16:15;Cargo;MAD;BAW302;07L;327;departure
24;17:00;Regional Jet;CDG;IBE817;25L;131;arrival
24;17:15;Private Jet;JFK;THY497;07R;136;departure
24;17:30;Cargo;LHR;AAL314;07L;310;arrival
24;17:45;Cargo;DXB;DLH439;25L;89;departure
24;18:00;Private Jet;DOH;UAE716;25R;280;arrival
24;18:15;Military;ORD;BAW265;25R;130;departure
24;18:30;Military;DXB;SIA219;25R;174;arrival
24;18:45;Regional Jet;ORD;QTR652;25R;121;departure
24;19:15;Airliner;DOH;IBE449;07L;34;arrival
24;20:00;Airliner;IST;SIA750;07L;66;departure
24;20:15;Cargo;IST;CPA794;25L;267;arrival
24;20:30;Cargo;DOH;DLH861;07L;23;departure
24;21:00;Regional Jet;HKG;CPA882;25R;323;arrival
24;21:15;Regional Jet;IST;KLM360;07L;95;departure
24;21:45;Cargo;DXB;AFR380;07R;332;arrival
24;22:00;Cargo;DXB;KLM977;07L;83;departure
24;22:15;Airliner;FRA;IBE977;25R;241;arrival
24;22:30;Military;BKK;IBE344;25R;311;departure
24;22:45;Airliner;DOH;CPA435;25L;130;arrival
24;23:15;Airliner;LHR;QTR652;07R;299;departure
24;23:30;Airliner;LHR;CPA149;25R;149;arrival
24;23:45;Military;CDG;KLM944;25R;318;departure
25;04:00;Private Jet;SIN;CPA367;07R;66;arrival
25;04:15;Airliner;DXB;AAL327;25R;191;departure
25;04:45;Cargo;HKG;DLH751;07R;343;arrival
25;05:00;Private Jet;DXB;BAW895;25R;268;departure
25;05:15;Private Jet;JFK;KLM255;25L;201;arrival
25;05:45;Military;ORD;QTR509;07L;117;departure
25;06:00;Private Jet;LAX;THY606;25L;180;arrival
25;06:30;Cargo;LHR;UAE678;25R;288;departure
25;07:00;Cargo;JFK;KLM466;07R;317;arrival
25;07:30;Private Jet;MAD;AAL404;07R;16;departure
25;07:45;Cargo;IST;AFR225;07L;219;arrival
25;08:00;Airliner;IST;QTR312;07L;275;departure
25;08:15;Regional Jet;DOH;CPA713;25R;287;arrival
25;08:30;Cargo;SIN;IBE150;07R;225;departure
25;08:45;Regional Jet;LAX;DLH366;07R;33;arrival
25;09:00;Cargo;LHR;UAE287;07L;204;departure
25;09:15;Airliner;BKK;BAW857;25R;70;arrival
25;09:30;Military;MAD;SIA916;25L;134;departure
25;09:45;Private Jet;JFK;AAL412;25R;354;arrival
25;10:15;Private Jet;CDG;UAE828;25R;212;departure
25;10:30;Airliner;BKK;DLH993;25L;282;arrival
25;10:45;Cargo;IST;SIA675;25R;285;departure
25;11:00;Airliner;JFK;CPA219;07L;8;arrival
